name,category,fame_tier,pageviews_monthly_avg,model,model_id,param_class,knowledge_cutoff,confidence,recognition_score,result_count,recognized,matched_person
Daniel Caligiuri,athlete,deuuniq,974,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,0,0,0,False,True
Daniel Caligiuri,athlete,deuuniq,974,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,84,2,True,True
Daniel Caligiuri,athlete,deuuniq,974,Qwen3 8B,qwen/qwen3-8b,small,2025-04,75,75,1,True,True
Daniel Caligiuri,athlete,deuuniq,974,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,90,90,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,GPT-5.5,openai/gpt-5.5,frontier,2025-12,99,99,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,90,90,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,80,80,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,99,99,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,90,90,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,90,94,2,True,True
Daniela Katzenberger,actor,nameuniq,1428,Qwen3 8B,qwen/qwen3-8b,small,2025-04,70,70,1,True,True
Daniela Katzenberger,actor,nameuniq,1428,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,90,90,1,True,True
Danny Williams,athlete,deushared,671,GPT-5.5,openai/gpt-5.5,frontier,2025-12,70,63,1,True,True
Danny Williams,athlete,deushared,671,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,0,0,0,False,True
Danny Williams,athlete,deushared,671,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,0,0,0,False,True
Danny Williams,athlete,deushared,671,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,0,0,0,False,True
Danny Williams,athlete,deushared,671,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,0,0,0,False,True
Danny Williams,athlete,deushared,671,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,76,68,1,True,True
Danny Williams,athlete,deushared,671,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,75,68,1,True,True
Danny Williams,athlete,deushared,671,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,0,0,0,False,True
Danny Williams,athlete,deushared,671,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
Danny Williams,athlete,deushared,671,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,0,0,0,False,True
Danny Williams,athlete,deushared,671,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
Danny Williams,athlete,deushared,671,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
Danny Williams,athlete,deushared,671,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
David Hurst,actor,nameshared,2048,GPT-5.5,openai/gpt-5.5,frontier,2025-12,78,78,1,True,True
David Hurst,actor,nameshared,2048,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,40,36,1,True,True
David Hurst,actor,nameshared,2048,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,60,60,1,True,True
David Hurst,actor,nameshared,2048,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,95,95,1,True,True
David Hurst,actor,nameshared,2048,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,75,75,1,True,True
David Hurst,actor,nameshared,2048,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,82,82,1,True,True
David Hurst,actor,nameshared,2048,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,60,60,1,True,True
David Hurst,actor,nameshared,2048,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,85,85,1,True,True
David Hurst,actor,nameshared,2048,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
David Hurst,actor,nameshared,2048,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,0,0,0,False,True
David Hurst,actor,nameshared,2048,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
David Hurst,actor,nameshared,2048,Qwen3 8B,qwen/qwen3-8b,small,2025-04,50,50,1,True,True
David Hurst,actor,nameshared,2048,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
David McAllister,politician,nameshared,2216,GPT-5.5,openai/gpt-5.5,frontier,2025-12,92,92,1,True,True
David McAllister,politician,nameshared,2216,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,85,85,1,True,True
David McAllister,politician,nameshared,2216,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,80,80,1,True,True
David McAllister,politician,nameshared,2216,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,98,98,1,True,True
David McAllister,politician,nameshared,2216,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,70,67,1,True,True
David McAllister,politician,nameshared,2216,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,96,96,1,True,True
David McAllister,politician,nameshared,2216,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,95,95,1,True,True
David McAllister,politician,nameshared,2216,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
David McAllister,politician,nameshared,2216,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,80,80,1,True,True
David McAllister,politician,nameshared,2216,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,95,95,1,True,True
David McAllister,politician,nameshared,2216,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,0,0,0,False,True
David McAllister,politician,nameshared,2216,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
David McAllister,politician,nameshared,2216,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Dennis Aogo,athlete,deuuniq,1148,GPT-5.5,openai/gpt-5.5,frontier,2025-12,98,98,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,92,92,1,True,True
Dennis Aogo,athlete,deuuniq,1148,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,80,80,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Dennis Aogo,athlete,deuuniq,1148,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,99,99,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Dennis Aogo,athlete,deuuniq,1148,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,90,90,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,90,90,1,True,True
Dennis Aogo,athlete,deuuniq,1148,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
Dennis Aogo,athlete,deuuniq,1148,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Denzel Washington,actor,famous,260181,GPT-5.5,openai/gpt-5.5,frontier,2025-12,100,100,1,True,True
Denzel Washington,actor,famous,260181,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,98,98,1,True,True
Denzel Washington,actor,famous,260181,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,95,95,1,True,True
Denzel Washington,actor,famous,260181,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Denzel Washington,actor,famous,260181,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,99,99,1,True,True
Denzel Washington,actor,famous,260181,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,99,99,1,True,True
Denzel Washington,actor,famous,260181,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Denzel Washington,actor,famous,260181,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,100,100,1,True,True
Denzel Washington,actor,famous,260181,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,100,100,1,True,True
Denzel Washington,actor,famous,260181,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Denzel Washington,actor,famous,260181,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,95,95,1,True,True
Denzel Washington,actor,famous,260181,Qwen3 8B,qwen/qwen3-8b,small,2025-04,95,95,1,True,True
Denzel Washington,actor,famous,260181,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,100,100,1,True,True
Diego Contento,athlete,deuuniq,1755,GPT-5.5,openai/gpt-5.5,frontier,2025-12,95,95,1,True,True
Diego Contento,athlete,deuuniq,1755,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,80,80,1,True,True
Diego Contento,athlete,deuuniq,1755,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,0,0,0,False,True
Diego Contento,athlete,deuuniq,1755,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Diego Contento,athlete,deuuniq,1755,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Diego Contento,athlete,deuuniq,1755,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,98,98,1,True,True
Diego Contento,athlete,deuuniq,1755,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,0,0,0,False,True
Diego Contento,athlete,deuuniq,1755,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,90,90,1,True,True
Diego Contento,athlete,deuuniq,1755,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,80,80,1,True,True
Diego Contento,athlete,deuuniq,1755,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Diego Contento,athlete,deuuniq,1755,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
Diego Contento,athlete,deuuniq,1755,Qwen3 8B,qwen/qwen3-8b,small,2025-04,30,30,1,True,True
Diego Contento,athlete,deuuniq,1755,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Dieter Müller,athlete,nameshared,1886,GPT-5.5,openai/gpt-5.5,frontier,2025-12,90,90,1,True,True
Dieter Müller,athlete,nameshared,1886,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,80,80,1,True,True
Dieter Müller,athlete,nameshared,1886,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,70,70,1,True,True
Dieter Müller,athlete,nameshared,1886,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Dieter Müller,athlete,nameshared,1886,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,75,75,1,True,True
Dieter Müller,athlete,nameshared,1886,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,96,96,1,True,True
Dieter Müller,athlete,nameshared,1886,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,95,95,1,True,True
Dieter Müller,athlete,nameshared,1886,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,80,76,1,True,True
Dieter Müller,athlete,nameshared,1886,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
Dieter Müller,athlete,nameshared,1886,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,95,95,1,True,True
Dieter Müller,athlete,nameshared,1886,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
Dieter Müller,athlete,nameshared,1886,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
Dieter Müller,athlete,nameshared,1886,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Dmitry of Uglich,politician,high,2371,GPT-5.5,openai/gpt-5.5,frontier,2025-12,98,100,2,True,True
Dmitry of Uglich,politician,high,2371,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,92,92,1,True,True
Dmitry of Uglich,politician,high,2371,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,80,80,1,True,True
Dmitry of Uglich,politician,high,2371,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Dmitry of Uglich,politician,high,2371,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Dmitry of Uglich,politician,high,2371,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,93,93,1,True,True
Dmitry of Uglich,politician,high,2371,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,95,95,1,True,True
Dmitry of Uglich,politician,high,2371,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,90,90,1,True,True
Dmitry of Uglich,politician,high,2371,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,90,90,1,True,True
Dmitry of Uglich,politician,high,2371,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Dmitry of Uglich,politician,high,2371,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,84,2,True,True
Dmitry of Uglich,politician,high,2371,Qwen3 8B,qwen/qwen3-8b,small,2025-04,75,75,1,True,True
Dmitry of Uglich,politician,high,2371,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,GPT-5.5,openai/gpt-5.5,frontier,2025-12,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
Dmitry Pozharsky,politician,nameuniq,2118,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
Dmitry Pozharsky,politician,nameuniq,2118,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Egon Erwin Kisch,actor,high,1740,GPT-5.5,openai/gpt-5.5,frontier,2025-12,99,99,1,True,True
Egon Erwin Kisch,actor,high,1740,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,95,95,1,True,True
Egon Erwin Kisch,actor,high,1740,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,90,90,1,True,True
Egon Erwin Kisch,actor,high,1740,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Egon Erwin Kisch,actor,high,1740,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Egon Erwin Kisch,actor,high,1740,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,98,98,1,True,True
Egon Erwin Kisch,actor,high,1740,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Egon Erwin Kisch,actor,high,1740,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
Egon Erwin Kisch,actor,high,1740,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,100,100,1,True,True
Egon Erwin Kisch,actor,high,1740,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Egon Erwin Kisch,actor,high,1740,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,90,90,1,True,True
Egon Erwin Kisch,actor,high,1740,Qwen3 8B,qwen/qwen3-8b,small,2025-04,90,90,1,True,True
Egon Erwin Kisch,actor,high,1740,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Elise Aulinger,actor,low,178,GPT-5.5,openai/gpt-5.5,frontier,2025-12,90,90,1,True,True
Elise Aulinger,actor,low,178,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,0,0,0,False,True
Elise Aulinger,actor,low,178,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,0,0,0,False,True
Elise Aulinger,actor,low,178,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,95,95,1,True,True
Elise Aulinger,actor,low,178,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,0,0,0,False,True
Elise Aulinger,actor,low,178,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,0,0,0,False,True
Elise Aulinger,actor,low,178,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,0,0,0,False,True
Elise Aulinger,actor,low,178,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,90,90,1,True,True
Elise Aulinger,actor,low,178,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,0,0,0,False,True
Elise Aulinger,actor,low,178,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,0,0,0,False,True
Elise Aulinger,actor,low,178,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,0,0,0,False,True
Elise Aulinger,actor,low,178,Qwen3 8B,qwen/qwen3-8b,small,2025-04,0,0,0,False,True
Elise Aulinger,actor,low,178,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Ellen Gilchrist,novelist,pdcopyright,720,GPT-5.5,openai/gpt-5.5,frontier,2025-12,98,98,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,90,90,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,80,80,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,85,85,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,98,98,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,95,95,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,90,90,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,80,80,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Qwen3 8B,qwen/qwen3-8b,small,2025-04,75,75,1,True,True
Ellen Gilchrist,novelist,pdcopyright,720,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,0,0,0,False,True
Emilia Pardo Bazán,novelist,pdpublic,1563,GPT-5.5,openai/gpt-5.5,frontier,2025-12,99,99,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,95,95,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,90,90,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,95,95,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,99,99,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,100,100,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,100,100,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,90,90,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Qwen3 8B,qwen/qwen3-8b,small,2025-04,90,90,1,True,True
Emilia Pardo Bazán,novelist,pdpublic,1563,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,90,90,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,GPT-5.5,openai/gpt-5.5,frontier,2025-12,99,99,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,96,96,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,xAI Grok 4.20,x-ai/grok-4.20,frontier,2024-11,90,90,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Google Gemini 3.1 Flash Lite,google/gemini-3.1-flash-lite,frontier,2026-02,100,100,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Claude Haiku 4.5,anthropic/claude-haiku-4.5,mid,2025-02,95,95,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,GPT-5.4 Mini,openai/gpt-5.4-mini,mid,unknown,99,99,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Kimi K2 0905,moonshotai/kimi-k2-0905,large,2025-04,100,100,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,DeepSeek V4 Flash,deepseek/deepseek-v4-flash,large,2025-07,95,95,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Meta Llama 3.3 70B Instruct,meta-llama/llama-3.3-70b-instruct,large,2023-12,90,90,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Z.ai GLM 4.7 Flash,z-ai/glm-4.7-flash,mid,unknown,100,100,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Mistral Small 3.2 24B Instruct,mistralai/mistral-small-3.2-24b-instruct,mid,2025-06,90,90,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Qwen3 8B,qwen/qwen3-8b,small,2025-04,90,90,1,True,True
Enrique Vila-Matas,novelist,pdcopyright,1497,Meta Llama 3.2 1B Instruct,meta-llama/llama-3.2-1b-instruct,small,2023-12,90,90,1,True,True
Eric Szmanda,actor,high,6146,GPT-5.5,openai/gpt-5.5,frontier,2025-12,99,99,1,True,True
Eric Szmanda,actor,high,6146,Claude Opus 4.8,anthropic/claude-opus-4.8,frontier,2025-08,92,92,1,True,True
